# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECTANGLE":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7,"EXTREME_RECTANGLE":8,"EXTREME_CIRCLE":9}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"Action","anchor_id":"FILE1_Z0_XY1","type":2,"desc":"","options":{"0":"Playing","1":"Sitting","2":"Walking","3":"Falling","4":"Stand watching"},"default_option_id":""}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"54_DWqGRK2A","[""IMG_5509_00007.jpg""]",0,"[]","[2,430.989,737.504,507.228,687.715]","{""1"":""1""}"
"55_Sz2a0CRE","[""IMG_5509_00008.jpg""]",0,"[]","[2,441.8801,768.62276,494.781,656.596]","{""1"":""1""}"
"56_rMjZT14e","[""IMG_5509_00009.jpg""]",0,"[]","[2,458.99553,781.0701,454.327,575.688]","{""1"":""1""}"
"57_FSUJzX1l","[""IMG_5509_00010.jpg""]",0,"[]","[2,430.98818,773.28985,513.453,600.584]","{""1"":""1""}"
"58_M7KrKSgN","[""IMG_5509_00011.jpg""]",0,"[]","[2,435.6561,781.0701,482.33418,628.59]","{""1"":""1""}"
"59_rTYfHvXO","[""IMG_5509_00012.jpg""]",0,"[]","[2,455.88369,757.7311,407.65,637.925]","{""1"":""1""}"
"60_YpzOgXnJ","[""IMG_5509_00013.jpg""]",0,"[]","[2,440.32386,765.51076,476.1105,631.702]","{""1"":""1""}"
"61_5bxz4X1X","[""IMG_5510_00002.jpg""]",0,"[]","[2,443.436,795.073,264.506,432.545]","{""1"":""1""}"
"61_3ttat9rJ","[""IMG_5510_00002.jpg""]",0,"[]","[2,-158.70322,781.07008,331.41,451.215]","{""1"":""2""}"
"62_EEc1umFH","[""IMG_5510_00003.jpg""]",0,"[]","[2,441.88,801.297,1.556,0]","{}"
"62_o1VN3NUM","[""IMG_5510_00003.jpg""]",0,"[]","[2,412.318,784.182,196.045,354.748]","{""1"":""2""}"
"62_XFrEnzEX","[""IMG_5510_00003.jpg""]",0,"[]","[2,511.89676,860.4211,191.37715,318.963]","{""1"":""1""}"
"63_XX3rmJXa","[""IMG_5510_00004.jpg""]",0,"[]","[2,178.92983,802.85223,275.398,360.973]","{""1"":""2""}"
"63_EbyxUXf0","[""IMG_5510_00004.jpg""]",0,"[]","[2,493.225,903.987,220.94,301.848]","{""1"":""1""}"
"64_4RRIQJMA","[""IMG_5510_00005.jpg""]",0,"[]","[2,51.34516,763.95467,259.838,388.979]","{""1"":""2""}"
"64_3AmLMXGQ","[""IMG_5510_00005.jpg""]",0,"[]","[2,460.5506,888.42777,272.286,345.413]","{""1"":""1""}"
"65_rAZKca1W","[""IMG_5510_00006.jpg""]",0,"[]","[2,74.68375,762.39825,233.388,441.881]","{""1"":""2""}"
"65_AQnxXgkc","[""IMG_5510_00006.jpg""]",0,"[]","[2,381.199,791.961,180.487,376.532]","{""1"":""2""}"
"65_6Te0Mgjo","[""IMG_5510_00006.jpg""]",0,"[]","[2,494.78152,860.42184,217.82788,367.196]","{""1"":""1""}"
"66_OQmyXXsH","[""IMG_5510_00007.jpg""]",0,"[]","[2,149.36775,756.17508,199.157,466.775]","{""1"":""2""}"
"66_t9s6lX9K","[""IMG_5510_00007.jpg""]",0,"[]","[2,17.11551,846.41817,146.256,390.535]","{""1"":""2""}"
"66_utjTv5WZ","[""IMG_5510_00007.jpg""]",0,"[]","[2,496.33708,897.76318,220.94,365.64]","{""1"":""1""}"
"66_Mh6sRiKE","[""IMG_5510_00007.jpg""]",0,"[]","[2,701.71785,882.20442,188.266,336.078]","{""1"":""1""}"
"67_RXbveM3X","[""IMG_5510_00008.jpg""]",0,"[]","[2,136.921,735.948,287.844,563.242]","{""1"":""2""}"
"67_4lihrUOc","[""IMG_5510_00008.jpg""]",0,"[]","[2,452.771,893.096,278.509,387.423]","{""1"":""1""}"
"68_FP1pA9YX","[""IMG_5510_00009.jpg""]",0,"[]","[2,-12.44756,703.27367,359.417,642.593]","{""1"":""2""}"
"68_wGE4orxZ","[""IMG_5510_00009.jpg""]",0,"[]","[2,440.32368,900.87542,272.286,371.864]","{""1"":""1""}"
"69_BW7Oj5dM","[""IMG_5510_00010.jpg""]",0,"[]","[2,402.982,891.54,278.509,365.64]","{""1"":""1""}"
"70_VGusXWel","[""IMG_5510_00011.jpg""]",0,"[]","[2,359.41653,868.20109,314.29506,388.979]","{""1"":""1""}"
"71_Dbqk9XEv","[""IMG_5510_00012.jpg""]",0,"[]","[2,438.76842,916.43483,245.834,328.298]","{""1"":""1""}"
"71_js9EqoZi","[""IMG_5510_00012.jpg""]",0,"[]","[2,150.924,914.878,0,1.556]","{}"
"72_6LJfzbUi","[""IMG_5510_00013.jpg""]",0,"[]","[2,219.384,844.862,144.7,298.736]","{""1"":""2""}"
"72_5XMchqPj","[""IMG_5510_00013.jpg""]",0,"[]","[2,497.893,911.767,163.371,220.94]","{""1"":""1""}"
"72_NlWPkeim","[""IMG_5510_00013.jpg""]",0,"[]","[2,102.69042,877.53625,132.253,295.624]","{""1"":""2""}"
"73_AhpPne7A","[""IMG_5511_00002.jpg""]",0,"[]","[2,740.616,676.823,163.371,413.874]","{""1"":""2""}"
"73_PrOR3FoP","[""IMG_5511_00002.jpg""]",0,"[]","[2,574.133,830.859,127.58499,203.82495]","{""1"":""1""}"
"73_xqerjPM5","[""IMG_5511_00002.jpg""]",0,"[]","[2,899.31952,670.59942,135.364,455.884]","{""1"":""2""}"
"73_ltvnFx37","[""IMG_5511_00002.jpg""]",0,"[]","[2,71.57243,784.18169,337.633,580.356]","{""1"":""2""}"
"73_WiwMVawq","[""IMG_5511_00002.jpg""]",0,"[]","[2,458.99549,841.75017,144.7,149.368]","{""1"":""1""}"
"73_RADKLmpm","[""IMG_5511_00002.jpg""]",0,"[]","[2,944.441,1305.413,3.112,3.112]","{}"
"74_ux060zYS","[""IMG_5511_00003.jpg""]",0,"[]","[2,147.812,732.836,239.611,591.248]","{""1"":""2""}"
"74_WGQU0TTt","[""IMG_5511_00003.jpg""]",0,"[]","[2,-18.67115,838.639,155.592,365.64]","{""1"":""1""}"
"74_GgAd1R1p","[""IMG_5511_00003.jpg""]",0,"[]","[2,721.945,703.274,157.147,430.989]","{""1"":""2""}"
"74_FREOdPmC","[""IMG_5511_00003.jpg""]",0,"[]","[2,636.37,1317.861,3.111,24.894]","{}"
"74_gJt6UDQl","[""IMG_5511_00003.jpg""]",0,"[]","[2,346.96954,740.61576,256.726,595.916]","{""1"":""2""}"
"75_zGVXKXzq","[""IMG_5511_00004.jpg""]",0,"[]","[2,325.18635,729.72434,270.729,553.906]","{""1"":""2""}"
"75_Fel1S7gM","[""IMG_5511_00004.jpg""]",0,"[]","[2,616.14226,784.18134,253.615,515.008]","{""1"":""2""}"
"75_0MMWrogU","[""IMG_5511_00004.jpg""]",0,"[]","[2,104.24684,875.98066,236.499,283.177]","{""1"":""1""}"
"75_7POOBxsY","[""IMG_5511_00004.jpg""]",0,"[]","[2,-42.00938,847.97392,182.04179,325.187]","{""1"":""1""}"
"76_NYs7CJdw","[""IMG_5511_00005.jpg""]",0,"[]","[2,706.386,1115.592,0,1.555]","{}"
"76_MNKgO1UX","[""IMG_5511_00005.jpg""]",0,"[]","[2,874.42508,771.73459,199.157,463.662]","{""1"":""2""}"
"76_uxJPBUDr","[""IMG_5511_00005.jpg""]",0,"[]","[2,505.67253,751.50733,295.624,516.564]","{""1"":""2""}"
"76_1DJeNyuB","[""IMG_5511_00005.jpg""]",0,"[]","[2,88.68743,868.20083,269.173,309.627]","{""1"":""1""}"
"77_OR2Rzd2h","[""IMG_5511_00006.jpg""]",0,"[]","[2,729.72434,768.62275,220.94,469.886]","{""1"":""1""}"
"77_E57HAEjq","[""IMG_5511_00006.jpg""]",0,"[]","[2,557.01775,721.94492,192.934,477.666]","{""1"":""4""}"
"77_JjjmimGx","[""IMG_5511_00006.jpg""]",0,"[]","[2,77.79534,894.65142,284.733,278.509]","{""1"":""1""}"
"78_WHTO99NS","[""IMG_5511_00007.jpg""]",0,"[]","[2,516.56359,714.16566,211.605,507.228]","{""1"":""2""}"
"78_ceXNZXXn","[""IMG_5511_00007.jpg""]",0,"[]","[2,844.86193,715.7216,216.273,524.343]","{""1"":""2""}"
"78_r3GYPfh0","[""IMG_5511_00007.jpg""]",0,"[]","[2,45.122,882.204,301.847,298.736]","{""1"":""1""}"
"79_VULD7IcL","[""IMG_5511_00008.jpg""]",0,"[]","[2,457.439,700.162,236.499,541.459]","{""1"":""2""}"
"79_Nd1jsULJ","[""IMG_5511_00008.jpg""]",0,"[]","[2,689.27084,706.38542,186.71,541.459]","{""1"":""2""}"
"79_bp8Zr6jF","[""IMG_5511_00008.jpg""]",0,"[]","[2,902.431,735.948,175.819,454.328]","{""1"":""2""}"
"79_USxwnE9i","[""IMG_5511_00008.jpg""]",0,"[]","[2,65.34866,897.76334,267.617,245.835]","{""1"":""1""}"
"80_eNMU096X","[""IMG_5511_00009.jpg""]",0,"[]","[2,373.41974,695.49482,255.17,599.027]","{""1"":""2""}"
"80_LYGvMFDK","[""IMG_5511_00009.jpg""]",0,"[]","[2,619.25477,720.38908,264.50536,580.356]","{""1"":""2""}"
"80_o3ZXGZRg","[""IMG_5511_00009.jpg""]",0,"[]","[2,51.34517,861.9776,314.295,339.189]","{""1"":""1""}"
"81_ZpOqWXOt","[""IMG_5511_00010.jpg""]",0,"[]","[2,323.63072,721.94489,301.847,543.01481]","{""1"":""2""}"
"81_S7ugWGco","[""IMG_5511_00010.jpg""]",0,"[]","[2,597.47161,726.61231,269.173,563.242]","{""1"":""2""}"
"81_XnG8jXZO","[""IMG_5511_00010.jpg""]",0,"[]","[2,66.90401,886.87225,248.947,317.407]","{""1"":""1""}"
"82_L7f7RVcn","[""IMG_5511_00011.jpg""]",0,"[]","[2,507.22823,686.15866,370.308,645.705]","{""1"":""2""}"
"82_ta8LmrU7","[""IMG_5511_00011.jpg""]",0,"[]","[2,269.17316,718.83342,281.621,672.155]","{""1"":""2""}"
"83_24Rnjlyj","[""IMG_5511_00012.jpg""]",0,"[]","[2,219.384,723.501,314.295,690.826]","{""1"":""4""}"
"83_wR0FuC9T","[""IMG_5511_00012.jpg""]",0,"[]","[2,541.459,721.945,262.949,686.159]","{""1"":""2""}"
"84_9oqwOP81","[""IMG_5511_00013.jpg""]",0,"[]","[2,298.736,669.044,281.621,731.28]","{""1"":""4""}"
"84_5pP3GAri","[""IMG_5511_00013.jpg""]",0,"[]","[2,557.0182,679.93469,270.729,709.498]","{""1"":""4""}"
"85_ClrIO99h","[""IMG_5512_00002.jpg""]",0,"[]","[2,382.755,720.389,493.226,637.925]","{""1"":""1""}"
"86_Msm51ZOM","[""IMG_5512_00003.jpg""]",0,"[]","[2,580.357,995.786,21.782,42.01]","{}"
"86_Tz2uG96m","[""IMG_5512_00003.jpg""]",0,"[]","[2,353.19331,693.93866,560.129,658.152]","{""1"":""1""}"
"87_u5HZHLv2","[""IMG_5512_00004.jpg""]",0,"[]","[2,365.64069,753.06325,538.34634,695.49429]","{""1"":""1""}"
"88_Z50aA5t1","[""IMG_5512_00005.jpg""]",0,"[]","[2,326.742,745.284,519.676,684.603]","{""1"":""1""}"
"89_T0EfXLlw","[""IMG_5512_00006.jpg""]",0,"[]","[2,329.85457,737.5044,544.57,690.826]","{""1"":""1""}"
"90_XvTj6XW6","[""IMG_5512_00007.jpg""]",0,"[]","[2,314.29516,777.95833,546.126,692.382]","{""1"":""1""}"
"91_5D4qkSRo","[""IMG_5512_00008.jpg""]",0,"[]","[2,283.177,749.95108,567.909,684.603]","{""1"":""1""}"
"92_dEdMsRf9","[""IMG_5512_00009.jpg""]",0,"[]","[2,346.969,944.441,15.559,21.783]","{}"
"92_2M7HOXwV","[""IMG_5512_00009.jpg""]",0,"[]","[2,270.72917,762.39893,585.024,675.267]","{""1"":""1""}"
"93_kjQz1XXe","[""IMG_5512_00010.jpg""]",0,"[]","[2,306.515,737.504,529.012,700.162]","{""1"":""1""}"
"94_70FjfsvI","[""IMG_5512_00011.jpg""]",0,"[]","[2,264.506,774.846,578.8,695.494]","{""1"":""1""}"
"95_VwkRI3Sh","[""IMG_5512_00012.jpg""]",0,"[]","[2,273.841,757.731,586.58,740.616]","{""1"":""1""}"
"96_MjjCaZ3Y","[""IMG_5512_00013.jpg""]",0,"[]","[2,314.295,816.856,532.123,709.497]","{""1"":""1""}"
"97_INjzeXsX","[""IMG_5513_00002.jpg""]",0,"[]","[2,136.92059,748.39552,665.932,751.507]","{""1"":""1""}"
"97_zywuqaRH","[""IMG_5513_00002.jpg""]",0,"[]","[2,841.75,779.514,228.72,185.154]","{""1"":""0""}"
"98_Z4IuPhss","[""IMG_5513_00003.jpg""]",0,"[]","[2,93.35516,709.49758,700.162,913.32255]","{""1"":""1""}"
"99_2qbM4Ks9","[""IMG_5513_00004.jpg""]",0,"[]","[2,32.67442,717.27726,807.52,819.967]","{""1"":""1""}"
"100_lUiolMlr","[""IMG_5513_00005.jpg""]",0,"[]","[2,91.79893,812.18777,723.501,658.153]","{""1"":""1""}"
"101_og97FAsG","[""IMG_5513_00006.jpg""]",0,"[]","[2,104.246,776.402,790.406,768.622]","{""1"":""1""}"
"102_yCCXLO0h","[""IMG_5513_00007.jpg""]",0,"[]","[2,51.3456,798.18485,784.181,697.05]","{""1"":""1""}"
"103_UaXkW2Of","[""IMG_5513_00008.jpg""]",0,"[]","[2,48.23387,756.17484,754.619,819.968]","{""1"":""1""}"
"104_OIMFNVdF","[""IMG_5513_00009.jpg""]",0,"[]","[2,46.67776,745.28326,777.958,812.188]","{""1"":""1""}"
"105_elnUoO7y","[""IMG_5513_00010.jpg""]",0,"[]","[2,48.23384,754.6196,798.184,807.52]","{""1"":""1""}"
"106_73JEkwd3","[""IMG_5513_00011.jpg""]",0,"[]","[2,23.33918,739.0597,815.299,819.968]","{""1"":""1""}"
"107_iQ9Z4WcD","[""IMG_5513_00012.jpg""]",0,"[]","[2,37.34242,759.2866,852.641,843.307]","{""1"":""1""}"
"108_lL1ZqGfX","[""IMG_5513_00013.jpg""]",0,"[]","[2,66.90451,776.40226,759.287,779.513]","{""1"":""1""}"
"109_hsdhL5wS","[""IMG_5514_00002.jpg""]",0,"[]","[2,219.38452,695.49385,269.173,325.187]","{""1"":""1""}"
"109_OXmWv1tW","[""IMG_5514_00002.jpg""]",0,"[]","[2,861.977,575.689,192.934,290.956]","{""1"":""0""}"
"110_SZr7Wd3W","[""IMG_5514_00003.jpg""]",0,"[]","[2,844.862,591.248,191.378,276.953]","{""1"":""0""}"
"110_jvXnnx6G","[""IMG_5514_00003.jpg""]",0,"[]","[2,189.8219,721.94533,276.953,294.068]","{""1"":""1""}"
"111_C5mIMlv3","[""IMG_5514_00004.jpg""]",0,"[]","[2,214.716,735.948,267.618,298.736]","{""1"":""1""}"
"111_hAlmaQXh","[""IMG_5514_00004.jpg""]",0,"[]","[2,875.981,580.357,160.259,301.847]","{""1"":""0""}"
"112_e8Gqu4hw","[""IMG_5514_00005.jpg""]",0,"[]","[2,202.26893,729.72428,295.624,356.305]","{""1"":""1""}"
"113_FNqOOvW9","[""IMG_5514_00006.jpg""]",0,"[]","[2,225.60733,732.83651,256.727,336.078]","{""1"":""1""}"
"114_fhtKB9Ph","[""IMG_5514_00007.jpg""]",0,"[]","[2,241.167,765.51059,253.614,304.959]","{""1"":""1""}"
"115_kIJgr4bP","[""IMG_5514_00008.jpg""]",0,"[]","[2,140.03195,717.27701,376.532,460.551]","{""1"":""1""}"
"116_lgXKnMxL","[""IMG_5514_00009.jpg""]",0,"[]","[2,130.69701,676.82359,359.416,543.014]","{""1"":""1""}"
"117_rZh2uzeH","[""IMG_5514_00010.jpg""]",0,"[]","[2,161.81526,645.70547,379.643,599.027]","{""1"":""1""}"
"118_QU6V9shU","[""IMG_5514_00011.jpg""]",0,"[]","[2,152.4796,673.71167,469.887,655.04]","{""1"":""1""}"
"119_3bpRXgEe","[""IMG_5514_00012.jpg""]",0,"[]","[2,129.14052,690.82626,533.68,765.511]","{""1"":""1""}"
"120_XyPXIVjT","[""IMG_5514_00013.jpg""]",0,"[]","[2,90.24314,661.26442,490.113,980.227]","{""1"":""1""}"
"121_VTii6xbf","[""IMG_5515_00002.jpg""]",0,"[]","[2,186.71037,945.99719,231.83096,365.64]","{""1"":""1""}"
"122_gxnsXmzG","[""IMG_5515_00003.jpg""]",0,"[]","[2,178.92982,967.78007,261.394,340.745]","{""1"":""1""}"
"123_Q9wSjEXG","[""IMG_5515_00004.jpg""]",0,"[]","[2,182.04167,986.45058,256.727,325.186]","{""1"":""1""}"
"124_cuPhb4yn","[""IMG_5515_00005.jpg""]",0,"[]","[2,224.05176,983.33917,219.384,317.406]","{""1"":""1""}"
"125_liiXvRxu","[""IMG_5515_00006.jpg""]",0,"[]","[2,203.82508,1017.56867,242.723,289.401]","{""1"":""1""}"
"126_AwwlkCXE","[""IMG_5515_00007.jpg""]",0,"[]","[2,206.937,1000.454,222.496,303.403]","{""1"":""1""}"
"127_jy9rRDrf","[""IMG_5515_00008.jpg""]",0,"[]","[2,216.272,1011.345,236.499,295.624]","{""1"":""1""}"
"128_OM2mfnPt","[""IMG_5515_00009.jpg""]",0,"[]","[2,177.37428,997.34166,216.272,304.96]","{""1"":""1""}"
"129_vxlgdpFd","[""IMG_5515_00010.jpg""]",0,"[]","[2,177.37453,1011.34542,231.831,273.841]","{""1"":""1""}"
"129_aTaEopam","[""IMG_5515_00010.jpg""]",0,"[]","[2,586.58,995.786,250.503,253.614]","{""1"":""1""}"
"128_80VkXXFs","[""IMG_5515_00009.jpg""]",0,"[]","[2,592.80434,963.11216,245.834,287.844]","{""1"":""1""}"
"127_YjwxwcEt","[""IMG_5515_00008.jpg""]",0,"[]","[2,574.133,958.444,253.614,304.96]","{""1"":""1""}"
"126_xb7bKSdm","[""IMG_5515_00007.jpg""]",0,"[]","[2,581.91201,963.11135,228.72,281.621]","{""1"":""1""}"
"125_PFcng5X9","[""IMG_5515_00006.jpg""]",0,"[]","[2,592.80367,967.77976,227.164,280.065]","{""1"":""1""}"
"125_SFPK5zXR","[""IMG_5515_00006.jpg""]",0,"[]","[2,902.431,879.092,124.473,292.513]","{""1"":""0""}"
"124_8GHv2apU","[""IMG_5515_00005.jpg""]",0,"[]","[2,591.248,950.665,252.058,298.735]","{""1"":""1""}"
"123_AbUV4ozu","[""IMG_5515_00004.jpg""]",0,"[]","[2,571.021,955.332,292.512,325.187]","{""1"":""1""}"
"122_jEuXrvKq","[""IMG_5515_00003.jpg""]",0,"[]","[2,585.02424,959.99951,233.38743,264.506]","{""1"":""1""}"
"121_UxqIpxhU","[""IMG_5515_00002.jpg""]",0,"[]","[2,549.23793,950.66428,255.1705,258.282]","{""1"":""1""}"
"130_ViCFzq5D","[""IMG_5515_00011.jpg""]",0,"[]","[2,203.82458,972.4476,342.302,348.525]","{""1"":""1""}"
"130_PK1ntGtX","[""IMG_5515_00011.jpg""]",0,"[]","[2,561.686,984.895,177.374,239.611]","{""1"":""1""}"
"130_HuLRLQEm","[""IMG_5515_00011.jpg""]",0,"[]","[2,958.44422,871.31258,124.473,242.723]","{""1"":""0""}"
"131_WedkgMXD","[""IMG_5515_00012.jpg""]",0,"[]","[2,331.40959,961.55559,130.697,202.269]","{""1"":""1""}"
"132_x8erW9FJ","[""IMG_5515_00013.jpg""]",0,"[]","[2,928.88182,860.42142,172.70651,332.96594]","{""1"":""2""}"
"132_SqMjOKYi","[""IMG_5515_00013.jpg""]",0,"[]","[2,689.271,925.77,107.358,196.045]","{""1"":""0""}"
"132_edYylxsL","[""IMG_5515_00013.jpg""]",0,"[]","[2,306.51567,980.22676,140.03214,174.263]","{""1"":""1""}"
"133_KIbxWX07","[""IMG_5516_00002.jpg""]",0,"[]","[2,84.01957,521.6212,241.556,408.719]","{""1"":""0""}"
"133_ENjXTznm","[""IMG_5516_00002.jpg""]",0,"[]","[2,954.846,547.002,148.784,250.308]","{""1"":""0""}"
"133_qeXOrUWT","[""IMG_5516_00002.jpg""]",0,"[]","[2,1073.87335,497.11501,145.284,287.942]","{""1"":""0""}"
"134_cx6fXUTu","[""IMG_5516_00003.jpg""]",0,"[]","[2,265.18619,531.24841,204.798,379.837]","{""1"":""0""}"
"134_MwZAkbsS","[""IMG_5516_00003.jpg""]",0,"[]","[2,890.081,591.637,193.42,219.676]","{""1"":""0""}"
"134_x0XXXiwf","[""IMG_5516_00003.jpg""]",0,"[]","[2,1133.38737,531.24801,129.53,262.561]","{""1"":""2""}"
"135_DpGnD3v2","[""IMG_5516_00004.jpg""]",0,"[]","[2,378.96319,546.1262,201.296,360.584]","{""1"":""0""}"
"135_adalIroX","[""IMG_5516_00004.jpg""]",0,"[]","[2,849.822,592.512,210.924,230.178]","{""1"":""0""}"
"135_QFHYKoON","[""IMG_5516_00004.jpg""]",0,"[]","[2,1164.01976,530.37315,140.907,243.306]","{""1"":""4""}"
"136_UlWNY3Ag","[""IMG_5516_00005.jpg""]",0,"[]","[2,1191.15081,529.49784,140.032,266.937]","{""1"":""0""}"
"136_XcFXSCoO","[""IMG_5516_00005.jpg""]",0,"[]","[2,849.82176,581.13435,161.037,217.926]","{""1"":""0""}"
"136_fMB6BYOw","[""IMG_5516_00005.jpg""]",0,"[]","[2,419.222,528.622,208.298,371.961]","{""1"":""0""}"
"137_mq9kfuWo","[""IMG_5516_00006.jpg""]",0,"[]","[2,407.84477,542.62556,235.429,342.204]","{""1"":""0""}"
"137_HEHKX2sE","[""IMG_5516_00006.jpg""]",0,"[]","[2,900.583,551.378,180.292,270.437]","{""1"":""0""}"
"137_s147elJ2","[""IMG_5516_00006.jpg""]",0,"[]","[2,1206.904,540.875,176.791,281.815]","{""1"":""0""}"
"138_o6L7YKIx","[""IMG_5516_00007.jpg""]",0,"[]","[2,464.73306,553.12775,273.938,346.581]","{""1"":""0""}"
"138_lYprfozt","[""IMG_5516_00007.jpg""]",0,"[]","[2,1012.609,555.754,161.913,271.312]","{""1"":""0""}"
"138_pjWcGgqC","[""IMG_5516_00007.jpg""]",0,"[]","[2,1259.417,557.504,129.53,261.686]","{""1"":""0""}"
"139_bQrXSMOU","[""IMG_5516_00008.jpg""]",0,"[]","[2,1241.912,554.003,136.532,266.062]","{""1"":""0""}"
"139_AI3AG2dX","[""IMG_5516_00008.jpg""]",0,"[]","[2,1069.49804,563.63004,154.91,246.808]","{""1"":""0""}"
"139_fSe6VFnA","[""IMG_5516_00008.jpg""]",0,"[]","[2,508.493,646.775,217.925,234.554]","{""1"":""0""}"
"140_bMnShcHf","[""IMG_5516_00009.jpg""]",0,"[]","[2,401.718,657.277,239.806,280.065]","{""1"":""0""}"
"140_D4zNPY2p","[""IMG_5516_00009.jpg""]",0,"[]","[2,1067.74756,539.12478,157.536,301.945]","{""1"":""0""}"
"140_JQzApjDa","[""IMG_5516_00009.jpg""]",0,"[]","[2,1299.676,545.251,140.032,294.068]","{""1"":""0""}"
"141_7EWIaSgt","[""IMG_5516_00010.jpg""]",0,"[]","[2,373.71199,535.62366,250.307,407.845]","{""1"":""0""}"
"141_OsKyebkY","[""IMG_5516_00010.jpg""]",0,"[]","[2,1068.622,543.501,147.91,278.314]","{""1"":""0""}"
"141_tL7YwHK1","[""IMG_5516_00010.jpg""]",0,"[]","[2,1283.92196,533.87339,179.417,321.2]","{""1"":""0""}"
"142_EHa6nXSj","[""IMG_5516_00011.jpg""]",0,"[]","[2,353.58177,528.62216,288.817,399.968]","{""1"":""0""}"
"142_bainNnz1","[""IMG_5516_00011.jpg""]",0,"[]","[2,1082.626,536.499,168.039,301.07]","{""1"":""0""}"
"142_8v4Up1t0","[""IMG_5516_00011.jpg""]",0,"[]","[2,1315.429,519.87,145.284,316.824]","{""1"":""0""}"
"143_mIpthcjJ","[""IMG_5516_00012.jpg""]",0,"[]","[2,451.60461,526.87196,257.30949,395.592]","{""1"":""0""}"
"143_WDU6VKcG","[""IMG_5516_00012.jpg""]",0,"[]","[2,1072.99838,558.37926,161.91235,276.56354]","{""1"":""0""}"
"143_u0N10GXr","[""IMG_5516_00012.jpg""]",0,"[]","[2,1321.55637,538.24919,161.037,279.19]","{""1"":""0""}"
"144_Gy8XmTrV","[""IMG_5516_00013.jpg""]",0,"[]","[2,578.50891,548.75183,237.17965,344.83]","{""1"":""0""}"
"144_hAIpXagX","[""IMG_5516_00013.jpg""]",0,"[]","[2,1139.51356,554.00278,134.781,276.564]","{""1"":""4""}"
"144_lK8oCzay","[""IMG_5516_00013.jpg""]",0,"[]","[2,1339.93497,536.49899,145.284,305.446]","{""1"":""0""}"
"145_IJsXNJ2u","[""IMG_5517_00002.jpg""]",0,"[]","[2,608.36351,858.86526,297.179,532.123]","{""1"":""2""}"
"145_CEUXi3v0","[""IMG_5517_00002.jpg""]",0,"[]","[2,112.02576,916.43467,161.815,255.17]","{""1"":""2""}"
"145_Q6oKscks","[""IMG_5517_00002.jpg""]",0,"[]","[2,371.864,981.783,163.371,211.604]","{""1"":""0""}"
"146_vUmV40kV","[""IMG_5517_00003.jpg""]",0,"[]","[2,356.305,939.773,199.157,227.164]","{""1"":""0""}"
"146_OPSmrXln","[""IMG_5517_00003.jpg""]",0,"[]","[2,546.12635,855.75399,304.96,552.35]","{""1"":""0""}"
"146_1lfREi5C","[""IMG_5517_00003.jpg""]",0,"[]","[2,1.556,963.112,94.911,224.052]","{""1"":""2""}"
"147_GadE7Sa1","[""IMG_5517_00004.jpg""]",0,"[]","[2,315.85093,908.65526,371.864,469.886]","{""1"":""0""}"
"148_d3x5PQB1","[""IMG_5517_00005.jpg""]",0,"[]","[2,155.592,882.204,238.055,560.13]","{""1"":""0""}"
"149_7zexdBkY","[""IMG_5517_00006.jpg""]",0,"[]","[2,958.44406,1033.12807,102.69,174.263]","{""1"":""2""}"
"150_juqI359y","[""IMG_5517_00007.jpg""]",0,"[]","[2,871.31271,905.54276,248.947,359.417]","{""1"":""0""}"
"150_rOa0Xs7p","[""IMG_5517_00007.jpg""]",0,"[]","[2,208.493,889.984,360.972,546.126]","{""1"":""0""}"
"151_WpE35XED","[""IMG_5517_00008.jpg""]",0,"[]","[2,135.365,891.54,238.055,476.11]","{""1"":""0""}"
"151_JMeUYyFt","[""IMG_5517_00008.jpg""]",0,"[]","[2,745.284,919.546,259.83756,357.86081]","{""1"":""0""}"
"151_ONE8B02A","[""IMG_5517_00008.jpg""]",0,"[]","[2,351.63679,939.773,161.815,244.279]","{""1"":""0""}"
"152_vrKHEYV3","[""IMG_5517_00009.jpg""]",0,"[]","[2,200.71316,883.76006,312.739,535.235]","{""1"":""0""}"
"152_9XJLyQCh","[""IMG_5517_00009.jpg""]",0,"[]","[2,721.94451,893.09525,205.381,410.762]","{""1"":""0""}"
"153_E85TZeT1","[""IMG_5517_00010.jpg""]",0,"[]","[2,720.38851,894.65159,297.18,437.212]","{""1"":""0""}"
"153_cjokb7qz","[""IMG_5517_00010.jpg""]",0,"[]","[2,262.94959,897.76384,273.841,505.672]","{""1"":""0""}"
"154_roSrKpZh","[""IMG_5517_00011.jpg""]",0,"[]","[2,371.86425,889.98351,267.61711,441.88]","{""1"":""0""}"
